REF_DATE_DT,RNFB_intp,CPI no adjusted,diesel_price,jet_price,LE Price,GF Price,ZW Price,DC Price,month_sin,month_cos,currency_rate,LE_lag_6M,LE_lag_8M,LE_lag_10M,LE_lag_12M,GF_lag_6M,GF_lag_8M,ZW_lag_6M,ZW_lag_8M,ZW_lag_10M,ZW_lag_12M,DC_lag_3M,DC_lag_4M,Diesel_Price_lag_1M,Diesel_Price_lag_2M,Jet_Price_lag_1M,Jet_Price_lag_2M,apparent_temperature,temperature_2m,WRSI,FDD,snowfall,WRSI_Anomaly,WRSI_state,apparent_temperature_lag_1m,apparent_temperature_lag_2m,apparent_temperature_lag_3m,temperature_2m_lag_1m,temperature_2m_lag_2m,temperature_2m_lag_3m,WRSI_lag_1m,WRSI_lag_2m,WRSI_lag_3m,FDD_lag_1m,FDD_lag_2m,FDD_lag_3m,snowfall_lag_1m,snowfall_lag_2m,snowfall_lag_3m,WRSI_Anomaly_lag_1m,WRSI_Anomaly_lag_2m,WRSI_Anomaly_lag_3m,WRSI_state_lag_1m,WRSI_state_lag_2m,WRSI_state_lag_3m,covid_flag,RNFB_w/out,CPI_lag_1m,CPI_change_rate,CPI_change_rate_lag_3m
201610,418.7166666666666,129.1,105.2470588235294,83.6,103.1,121.85,416.25,14.78,-0.866,0.5,0.7462,123.1,139.5,135.8,139.25,140.43,158.15,478.0,445.0,470.0,522.0,15.26,15.25,100.28235294117648,98.2,77.03999999999999,76.36,-10.951612903225806,-5.504166666666666,1.0962564635345955,3561.524059139785,0.0281317204301075,312.9326108870968,2,-2.026805555555556,5.466129032258064,4.8247311827956985,2.655138888888889,8.995161290322581,8.109811827956989,1.088314730075045,1.0880530033163611,1.0880530033163611,3491.427222222222,3489.420833333333,3489.420833333333,0.0032083333333333,0.0,0.0,283.322890625,282.3888020833333,282.3888020833333,2.0,2.0,2.0,0,413.15,128.8,0.0023291925465838137,-0.0015491866769944407
201611,415.9333333333333,128.6,105.6,83.32000000000001,110.75,128.43,380.5,16.76,-0.5,0.866,0.7445,121.55,132.93,135.3,137.525,142.365,160.98,454.625,473.5,479.25,496.0,16.91,15.26,105.2470588235294,100.28235294117648,83.6,77.03999999999999,-17.83402777777778,-12.247916666666669,1.0395524458993326,170.11944444444444,0.0324722222222222,20.06107928240741,0,-10.951612903225806,-2.026805555555556,5.466129032258064,-5.504166666666666,2.655138888888889,8.995161290322581,1.0962564635345955,1.088314730075045,1.0880530033163611,3561.524059139785,3491.427222222222,3489.420833333333,0.0281317204301075,0.0032083333333333,0.0,312.9326108870968,283.322890625,282.3888020833333,2.0,2.0,2.0,0,413.15,129.1,-0.0038729666924864903,-0.0015515903801397446
201612,413.15,128.4,107.63529411764704,87.3,119.0,130.45,408.0,17.39,-0.0,1.0,0.744,120.0,123.1,139.5,135.8,144.3,140.43,431.25,478.0,445.0,470.0,16.39,16.91,105.6,105.2470588235294,83.32000000000001,83.6,-28.7744623655914,-22.75752688172043,1.2283747566611258,722.5479838709678,0.0153360215053763,141.34381720430108,1,-17.83402777777778,-10.951612903225806,-2.026805555555556,-12.247916666666669,-5.504166666666666,2.655138888888889,1.0395524458993326,1.0962564635345955,1.088314730075045,170.11944444444444,3561.524059139785,3491.427222222222,0.0324722222222222,0.0281317204301075,0.0032083333333333,20.06107928240741,312.9326108870968,283.322890625,0.0,2.0,2.0,0,413.15,128.6,-0.0015552099533435726,0.0007770007770009357
201701,413.1633333333333,129.5,111.41764705882352,88.47999999999999,122.8,127.76,416.375,17.130000000000003,0.5,0.866,0.7632,113.07,121.55,132.93,135.3,140.05,142.365,407.75,454.625,473.5,479.25,14.78,16.39,107.63529411764704,105.6,87.3,83.32000000000001,-26.78844086021505,-20.3369623655914,1.2169208612592726,1414.4513440860217,0.0206048387096774,250.0841694668459,2,-28.7744623655914,-17.83402777777778,-10.951612903225806,-22.75752688172043,-12.247916666666669,-5.504166666666666,1.2283747566611258,1.0395524458993326,1.0962564635345955,722.5479838709678,170.11944444444444,3561.524059139785,0.0153360215053763,0.0324722222222222,0.0281317204301075,141.34381720430108,20.06107928240741,312.9326108870968,1.0,0.0,2.0,0,413.19,128.4,0.008566978193146335,0.0023291925465838137
201702,413.1766666666667,129.7,110.39411764705882,88.5,126.6,125.07,424.75,16.87,0.866,0.5,0.7583,111.95,120.0,123.1,139.5,140.52,144.3,361.0,431.25,478.0,445.0,16.76,14.78,111.41764705882352,107.63529411764704,88.47999999999999,87.3,-33.05997023809524,-26.529910714285712,1.1418729602969155,2099.301339285714,0.01375,259.34095052083336,2,-26.78844086021505,-28.7744623655914,-17.83402777777778,-20.3369623655914,-22.75752688172043,-12.247916666666669,1.2169208612592726,1.2283747566611258,1.0395524458993326,1414.4513440860217,722.5479838709678,170.11944444444444,0.0206048387096774,0.0153360215053763,0.0324722222222222,250.0841694668459,141.34381720430108,20.06107928240741,2.0,1.0,0.0,0,413.19,129.5,0.001544401544401497,-0.0038729666924864903
201703,413.19,129.9,109.31764705882354,86.64,119.95,133.95,426.5,15.83,1.0,0.0,0.75,98.9,113.07,121.55,132.93,123.15,140.05,402.0,407.75,454.625,473.5,17.39,16.76,110.39411764705882,111.41764705882352,88.5,88.47999999999999,-28.29435483870968,-21.68978494623656,1.1209064458811506,2814.567338709677,0.0327419354838709,302.86453293010754,2,-33.05997023809524,-26.78844086021505,-28.7744623655914,-26.529910714285712,-20.3369623655914,-22.75752688172043,1.1418729602969155,1.2169208612592726,1.2283747566611258,2099.301339285714,1414.4513440860217,722.5479838709678,0.01375,0.0206048387096774,0.0153360215053763,259.34095052083336,250.0841694668459,141.34381720430108,2.0,2.0,1.0,0,413.19,129.7,0.0015420200462608058,-0.0015552099533435726
201704,409.9033333333333,130.4,109.47647058823529,87.38,138.0,149.55,418.5,15.17,0.866,-0.5,0.7328,103.1,111.95,120.0,123.1,121.85,140.52,416.25,361.0,431.25,478.0,17.130000000000003,17.39,109.31764705882354,110.39411764705882,86.64,88.5,-19.22416666666667,-13.145555555555555,1.1260961065358754,3341.6,0.0243055555555555,374.24088541666674,2,-28.29435483870968,-33.05997023809524,-26.78844086021505,-21.68978494623656,-26.529910714285712,-20.3369623655914,1.1209064458811506,1.1418729602969155,1.2169208612592726,2814.567338709677,2099.301339285714,1414.4513440860217,0.0327419354838709,0.01375,0.0206048387096774,302.86453293010754,259.34095052083336,250.0841694668459,2.0,2.0,2.0,0,403.33,129.9,0.0038491147036181506,0.008566978193146335
201705,406.6166666666667,130.5,106.92941176470588,82.82000000000001,124.43,152.57,429.25,15.61,0.5,-0.866,0.7424,110.75,98.9,113.07,121.55,128.43,123.15,380.5,402.0,407.75,454.625,16.87,17.130000000000003,109.47647058823529,109.31764705882354,87.38,86.64,-6.7837365591397845,-2.22728494623656,1.1281213607074487,3573.984946236559,0.0236155913978494,405.7544354838711,2,-19.22416666666667,-28.29435483870968,-33.05997023809524,-13.145555555555555,-21.68978494623656,-26.529910714285712,1.1260961065358754,1.1209064458811506,1.1418729602969155,3341.6,2814.567338709677,2099.301339285714,0.0243055555555555,0.0327419354838709,0.01375,374.24088541666674,302.86453293010754,259.34095052083336,2.0,2.0,2.0,0,403.33,130.4,0.0007668711656441118,0.001544401544401497
201706,403.33,130.4,104.91176470588236,77.94,119.1,147.93,511.0,15.72,0.0,-1.0,0.7697,119.0,103.1,111.95,120.0,130.45,121.85,408.0,416.25,361.0,431.25,15.83,16.87,106.92941176470588,109.47647058823529,82.82000000000001,87.38,0.885,4.916944444444444,1.1200618267600977,3592.0,0.007,385.0341666666668,2,-6.7837365591397845,-19.22416666666667,-28.29435483870968,-2.22728494623656,-13.145555555555555,-21.68978494623656,1.1281213607074487,1.1260961065358754,1.1209064458811506,3573.984946236559,3341.6,2814.567338709677,0.0236155913978494,0.0243055555555555,0.0327419354838709,405.7544354838711,374.24088541666674,302.86453293010754,2.0,2.0,2.0,0,403.33,130.5,-0.0007662835249041544,0.0015420200462608058
201707,403.68,130.4,102.25882352941176,78.84,112.0,146.18,474.5,15.47,-0.5,-0.866,0.8025,122.8,110.75,98.9,113.07,127.76,128.43,416.375,380.5,402.0,407.75,15.17,15.83,104.91176470588236,106.92941176470588,77.94,82.82000000000001,3.7853494623655912,7.375806451612903,1.12003870401006,3592.0,0.0003763440860215,384.9679687500002,2,0.885,-6.7837365591397845,-19.22416666666667,4.916944444444444,-2.22728494623656,-13.145555555555555,1.1200618267600977,1.1281213607074487,1.1260961065358754,3592.0,3573.984946236559,3341.6,0.007,0.0236155913978494,0.0243055555555555,385.0341666666668,405.7544354838711,374.24088541666674,2.0,2.0,2.0,0,404.38,130.4,0.0,0.0038491147036181506
201708,404.03,130.5,105.11176470588236,82.1,104.53,142.73,410.25,16.2,-0.866,-0.5,0.7919,126.6,119.0,103.1,111.95,125.07,130.45,424.75,408.0,416.25,361.0,15.61,15.17,102.25882352941176,104.91176470588236,78.84,77.94,4.865188172043011,7.523924731182796,1.12003870401006,3592.0,0.0,384.9679687500002,2,3.7853494623655912,0.885,-6.7837365591397845,7.375806451612903,4.916944444444444,-2.22728494623656,1.12003870401006,1.1200618267600977,1.1281213607074487,3592.0,3592.0,3573.984946236559,0.0003763440860215,0.007,0.0236155913978494,384.9679687500002,385.0341666666668,405.7544354838711,2.0,2.0,2.0,0,404.38,130.4,0.0007668711656441118,0.0007668711656441118
201709,404.38,130.8,108.51176470588236,86.16,109.1,152.23,448.25,16.38,-1.0,-0.0,0.8061,119.95,122.8,110.75,98.9,133.95,127.76,426.5,416.375,380.5,402.0,15.72,15.61,105.11176470588236,102.25882352941176,82.1,78.84,-2.269861111111111,2.3722222222222222,1.1198014292232346,3592.4395833333333,0.0094305555555555,384.3352517361112,2,4.865188172043011,3.7853494623655912,0.885,7.523924731182796,7.375806451612903,4.916944444444444,1.12003870401006,1.12003870401006,1.1200618267600977,3592.0,3592.0,3592.0,0.0,0.0003763440860215,0.007,384.9679687500002,384.9679687500002,385.0341666666668,2.0,2.0,2.0,0,404.38,130.5,0.0022988505747127963,-0.0007662835249041544
201710,408.13,130.9,112.19411764705882,90.92,114.5,153.20499999999998,428.75,15.875,-0.866,0.5,0.7798,138.0,126.6,119.0,103.1,149.55,125.07,418.5,424.75,408.0,416.25,15.47,15.72,108.51176470588236,105.11176470588236,86.16,82.1,-9.07016129032258,-3.288306451612903,1.119285016758861,3636.1076612903225,0.0436559139784946,387.5162130376344,2,-2.269861111111111,4.865188172043011,3.7853494623655912,2.3722222222222222,7.523924731182796,7.375806451612903,1.1198014292232346,1.12003870401006,1.12003870401006,3592.4395833333333,3592.0,3592.0,0.0094305555555555,0.0,0.0003763440860215,384.3352517361112,384.9679687500002,384.9679687500002,2.0,2.0,2.0,0,415.63,130.8,0.000764525993883769,0.0
201711,411.88,131.3,120.1470588235294,98.36,119.9,154.18,409.25,15.37,-0.5,0.866,0.7775,124.43,119.95,122.8,110.75,152.57,133.95,429.25,426.5,416.375,380.5,16.2,15.47,112.19411764705882,108.51176470588236,90.92,86.16,-16.658472222222223,-10.064444444444444,1.196851027736676,174.06,0.0582361111111111,24.00163483796296,0,-9.07016129032258,-2.269861111111111,4.865188172043011,-3.288306451612903,2.3722222222222222,7.523924731182796,1.119285016758861,1.1198014292232346,1.12003870401006,3636.1076612903225,3592.4395833333333,3592.0,0.0436559139784946,0.0094305555555555,0.0,387.5162130376344,384.3352517361112,384.9679687500002,2.0,2.0,2.0,0,415.63,130.9,0.0030557677616500634,0.0007668711656441118
